Tweet #,Angry,Bored,Excited,Fear,Happy,Negative,Neutral,Positive,Sad,Sarcastic
499,0.062937416,0.102130164,0.169615416,0.359693697,0.028757728,0.456,0.346,0.198,0.276865579,0.619276429
500,0.387541251,0.311384726,0.05156048,0.060425923,0.059218738,0.889,0.077,0.034,0.129868882,0.705554886
501,0.13497113,0.033166158,0.56086746,0.083644539,0.136187451,0.419,0.292,0.29,0.051163263,0.25105049
502,0.2309814,0.099868635,0.125897376,0.159702845,0.226702018,0.609,0.348,0.042,0.156847727,0.431689241
503,0.200770804,0.101054307,0.254680979,0.217878197,0.079267385,0.512,0.373,0.114,0.146348327,0.429585345
504,0.278694356,0.080536669,0.165661028,0.164381855,0.237949404,0.179,0.432,0.389,0.072776689,0.499568876
505,0.305437296,0.133305397,0.138768809,0.18428259,0.086073854,0.8,0.143,0.057,0.152132053,0.517976165
506,0.195584818,0.184781891,0.132535363,0.229083032,0.097892468,0.565,0.392,0.043,0.160122429,0.566427085
507,0.277877512,0.125541466,0.108807516,0.2259687,0.064144195,0.388,0.337,0.275,0.197660612,0.600233623
508,0.145391142,0.179084839,0.195130833,0.225089574,0.079485415,0.231,0.517,0.253,0.175818196,0.553722658
509,0.381994462,0.086806627,0.089172175,0.178490231,0.074809298,0.808,0.114,0.077,0.188727208,0.568499933
510,0.231736126,0.202998367,0.124206563,0.14440552,0.069198628,0.788,0.175,0.037,0.227454796,0.684436804
511,0.137963981,0.054462937,0.260517077,0.148532647,0.335368452,0.089,0.423,0.488,0.063154907,0.282728123
512,0.48982569,0.077763505,0.097777037,0.088273855,0.1010429,0.592,0.259,0.149,0.145317015,0.609325597
513,0.194892209,0.117194476,0.173977215,0.187197611,0.176537193,0.259,0.354,0.387,0.150201296,0.431342882
514,0.342999012,0.149791566,0.067325597,0.184530801,0.038946984,0.892,0.079,0.028,0.216406041,0.657533388
515,0.317151158,0.126685731,0.228031467,0.119796386,0.109070395,0.363,0.405,0.232,0.099264864,0.487163955
516,0.221623006,0,0.288871467,0.224287503,0.185085544,0.346,0.387,0.266,0.08013248,0.440889358
517,0.49812174,0.0300797,0.230847234,0.092610787,0.109834168,0.705,0.161,0.134,0.038506372,0.321761036
518,0.47263643,0.071152971,0.063823963,0.113919796,0.050595482,0.957,0.036,0.007,0.227871358,0.730352077
519,0.105596646,0.045065139,0.201869693,0.398697546,0.158196116,0.373,0.507,0.12,0.09057486,0.606073047
520,0.073006146,0.042504229,0.19965608,0.408969089,0.157095892,0.281,0.557,0.162,0.118768564,0.623994272
521,0.143495577,0.049363665,0.26887747,0.167591564,0.269520619,0.577,0.225,0.198,0.101151105,0.437058804
522,0.297865567,0.12580421,0.067896308,0.224460704,0.059997294,0.785,0.161,0.054,0.223975918,0.738306871
523,0.266222038,0.080046957,0.151860157,0.197844927,0.127068184,0.592,0.242,0.166,0.176957737,0.537723732
524,0.537582084,0.036415898,0.169687568,0.090580958,0.097211489,0.783,0.148,0.069,0.068522004,0.387408422
525,0.259781843,0.040048098,0.236073194,0.18973466,0.109148541,0.567,0.193,0.24,0.165213663,0.408231623
526,0.409196716,0.144085104,0.071092452,0.142103188,0.056461412,0.806,0.16,0.034,0.177061128,0.459546459
527,0.441016726,0.083673187,0.14225065,0.140612315,0.067998725,0.731,0.202,0.067,0.124448397,0.552311698
528,0.251184522,0.132006368,0.144355461,0.217419573,0.067038905,0.47,0.453,0.077,0.187995171,0.66591302
529,0.220395451,0.038937251,0.296887962,0.100814959,0.271971131,0.249,0.443,0.308,0.070993247,0.252094079
530,0.215686217,0.098135442,0.204715214,0.199553229,0.15007833,0.49,0.4,0.11,0.131831569,0.477837841
531,0.395752259,0.097773708,0.015330314,0.201735567,0.009188527,0.99,0.009,0.001,0.280219626,0.513823007
532,0.181709332,0.116997896,0.212705167,0.184180952,0.151501361,0.512,0.34,0.148,0.152905293,0.540597203
533,0.196491875,0.088241725,0.25270869,0.209625861,0.123115002,0.288,0.331,0.381,0.129816848,0.536724684
534,0.324779959,0.065913351,0.062676285,0.191014055,0.063748475,0.645,0.254,0.101,0.291867875,0.663918455
535,0.513238056,0.04645126,0.06954332,0.147095109,0.035756541,0.734,0.173,0.093,0.187915713,0.535568952
536,0.643511645,0.070974854,0.047118077,0.085763536,0.048971306,0.907,0.076,0.017,0.103660582,0.621369451
537,0.570518281,0.057099474,0.029083705,0.139746725,0.024600747,0.899,0.092,0.009,0.178951068,0.606953058
538,0.189041166,0.032587773,0.35635236,0.15611313,0.192496482,0.098,0.506,0.397,0.07340909,0.48386178
539,0.389620158,0.037941058,0.116194363,0.239023591,0.090894702,0.739,0.153,0.108,0.126326128,0.438701158
540,0.176969412,0.227515328,0.109464836,0.172271081,0.071576661,0.761,0.151,0.087,0.242202682,0.610693314
541,0.499228921,0.112735527,0.089827015,0.099111212,0.059166775,0.757,0.195,0.048,0.13993055,0.481087454
542,0.455782946,0.051021501,0.0414528,0.21687873,0.024880829,0.918,0.074,0.008,0.209983194,0.570200102
543,0.537298039,0.084454954,0.069858011,0.145175473,0.039201276,0.978,0.019,0.002,0.124012247,0.566967679
544,0.391361369,0.161115648,0.070364683,0.152120642,0.058056929,0.851,0.122,0.027,0.166980731,0.697407427
545,0.375537554,0.086746941,0.111312941,0.130387147,0.11773572,0.66,0.207,0.133,0.178279697,0.569911094
546,0.054552523,0,0.496755705,0.116534915,0.303886438,0.051,0.482,0.467,0.028270418,0.47373205
547,0.148881739,0.130938847,0.167165822,0.2525693,0.086220592,0.612,0.321,0.067,0.2142237,0.564523284
548,0.092510252,0.045729798,0.249748761,0.252711026,0.252813659,0.316,0.255,0.43,0.106486504,0.517266545
549,0.415603358,0.104958131,0.090982825,0.148165348,0.044491748,0.73,0.167,0.103,0.195798591,0.655419417
550,0.631088697,0.018211521,0.039998364,0.098811084,0.019457007,0.828,0.157,0.016,0.192433327,0.246480769
551,0.129352688,0.084497114,0.229687632,0.312252556,0.040401667,0.461,0.325,0.214,0.203808343,0.536507964
552,0.184813629,0.044395881,0.286753846,0.198970438,0.151167527,0.517,0.334,0.149,0.13389868,0.413193749
553,0.512297029,0.024703068,0.106183337,0.107568173,0.058826663,0.913,0.075,0.013,0.19042173,0.379464201
554,0.116787692,0.447912256,0.059950823,0.186992211,0.018979201,0.802,0.175,0.022,0.169377816,0.741024267
555,0.089235245,0.006662191,0.015759589,0.160621731,0.016930406,0.903,0.078,0.019,0.710790838,0.444166001
556,0.519368792,0.058085596,0.125696926,0.119795232,0.092122655,0.4,0.424,0.176,0.084930799,0.378719591
557,0.194653627,0.004132568,0.032730449,0.322781864,0.013688448,0.942,0.05,0.008,0.432013044,0.339292209
558,0.26861412,0.075912438,0.107942563,0.244391019,0.093287032,0.88,0.103,0.017,0.209852829,0.567950878
559,0.112810692,0.02518967,0.468959373,0.130464809,0.199209245,0.074,0.232,0.693,0.063366212,0.36076218
560,0.290812549,0.184864285,0.080132762,0.132958412,0.069031333,0.842,0.147,0.011,0.242200661,0.687219614
561,0.18570847,0.165537342,0.179170229,0.18297516,0.190237617,0.617,0.29,0.093,0.096371183,0.552324985
562,0.129948887,0.094827911,0.218970541,0.296675309,0.059373763,0.212,0.607,0.18,0.200203589,0.506398582
563,0.184546202,0.026952161,0.099020898,0.396476323,0.071484632,0.917,0.068,0.015,0.221519784,0.535889097
564,0.173073468,0.045985659,0.272938818,0.101833027,0.34738669,0.226,0.591,0.183,0.058782338,0.476497998
565,0.404127247,0.077898448,0.113482873,0.150115738,0.0846329,0.761,0.171,0.068,0.169742795,0.58619999
566,0.295144144,0.219219773,0.049700978,0.209242916,0.038247239,0.878,0.103,0.019,0.18844495,0.653731401
567,0.147970496,0.179729148,0.19752883,0.180106176,0.118955695,0.279,0.443,0.278,0.175709655,0.624535338
568,0.306251653,0.074278429,0.114378195,0.137502322,0.202273679,0.58,0.338,0.082,0.165315723,0.385094518
569,0.217323711,0.039816526,0.242116862,0.282284966,0.085121786,0.501,0.288,0.211,0.133336149,0.486184503
570,0.103311856,0.027584522,0.104199528,0.349415196,0.080852842,0.246,0.462,0.293,0.334636057,0.424532268
571,0.170249845,0.051445078,0.29780462,0.180358474,0.171596151,0.19,0.444,0.367,0.128545832,0.457713695
572,0.284481153,0.046495371,0.118610936,0.102556372,0.131570319,0.812,0.169,0.018,0.316285849,0.264525664
573,0.303922809,0.289708912,0.061601171,0.157223508,0.043253917,0.489,0.475,0.035,0.144289683,0.687566434
574,0.343924721,0.157164365,0.097454388,0.099274248,0.124131584,0.66,0.256,0.085,0.178050695,0.611911631
575,0.302871687,0.078149032,0.124242418,0.180478042,0.039293133,0.857,0.124,0.018,0.274965687,0.74526252
576,0.315848275,0.185288845,0.153585284,0.123042265,0.155040778,0.801,0.168,0.032,0.067194555,0.687406661
577,0.280019121,0.100903542,0.1812865,0.194632735,0.087203887,0.575,0.334,0.091,0.155954215,0.468382087
578,0.229741238,0.183397718,0.177229607,0.130125143,0.178543147,0.362,0.33,0.308,0.100963147,0.368229651
579,0.640414757,0.049418873,0.040480185,0.099289345,0.023123882,0.919,0.059,0.022,0.147272958,0.5129258
580,0.752027931,0.059051745,0.012753911,0.04827918,0.00887536,0.982,0.015,0.002,0.119011874,0.497836938
581,0.163356554,0.197340819,0.115135343,0.20175845,0.075401129,0.753,0.177,0.07,0.247007705,0.632332639
582,0.131742385,0.023190242,0.304073345,0.062192007,0.410280502,0.411,0.488,0.101,0.06852152,0.16019781
583,0.321106993,0.104584994,0.068319875,0.126479748,0.056554252,0.843,0.124,0.033,0.322954139,0.75607998
584,0.175556176,0.042632389,0.199317156,0.238944329,0.117862539,0.514,0.325,0.162,0.225687411,0.522656477
585,0.224988833,0.054725655,0.068055353,0.206170613,0.045582223,0.865,0.116,0.019,0.400477324,0.64255977
586,0.118097637,0,0.323895594,0.112471989,0.311294282,0.089,0.533,0.378,0.134240499,0.264887207
587,0.094349458,0.026556977,0.38015962,0.098988975,0.35098522,0.105,0.377,0.518,0.048959752,0.369403191
588,0.378543831,0.108751356,0.053215021,0.148688188,0.04315834,0.857,0.108,0.035,0.267643264,0.464377044
589,0.23547568,0.076219257,0.181262663,0.121108944,0.310314585,0.43,0.452,0.118,0.075618871,0.559411577
590,0.211309177,0.070135141,0.114408623,0.204056439,0.106335467,0.703,0.154,0.143,0.293755152,0.515436788
591,0.187740863,0.065358125,0.195736078,0.21793636,0.098345529,0.76,0.209,0.031,0.234883045,0.65161193
592,0.300340329,0.054825046,0.195600957,0.184932651,0.103916063,0.563,0.205,0.233,0.160384955,0.56039148
593,0.326510977,0.227919495,0.073098611,0.130352502,0.115367643,0.541,0.391,0.068,0.126750773,0.578837996
594,0.336695662,0.095083515,0.100948952,0.189086605,0.070784401,0.772,0.179,0.049,0.207400865,0.665111573
595,0.16468982,0.074875081,0.167734145,0.240668977,0.143757258,0.298,0.449,0.253,0.20827472,0.601466805
596,0.380377286,0.142671715,0.079742848,0.208682805,0.036000597,0.758,0.203,0.038,0.152524749,0.638608152
597,0.357945786,0.0828729,0.078604942,0.23168268,0.043167272,0.624,0.318,0.058,0.205726421,0.702568153
598,0.161156174,0.145056078,0.119153335,0.307827671,0.054730963,0.503,0.458,0.039,0.21207578,0.653451664
599,0.234393012,0.195158847,0.140276132,0.145326928,0.125951932,0.577,0.285,0.138,0.158893149,0.643149519
600,0.486703105,0.152770594,0.048640587,0.117587789,0.034648601,0.887,0.09,0.023,0.159649325,0.553135944
601,0.155124752,0.041804963,0.287079486,0.144401385,0.272924428,0.164,0.306,0.531,0.098664987,0.336231553
602,0.334536156,0.062710725,0.100162225,0.22642465,0.094258384,0.609,0.332,0.059,0.181907861,0.671792266
603,0.237567067,0.024934568,0.151921871,0.231104642,0.09161721,0.461,0.349,0.19,0.262854642,0.615751137
604,0.294665667,0.155187424,0.12945581,0.180704025,0.059288602,0.678,0.248,0.074,0.180698472,0.625492539
605,0.427468563,0.063156327,0.062512065,0.241707548,0.04179939,0.63,0.28,0.09,0.163356108,0.490021735
606,0.500027625,0.044244981,0.100210805,0.117454021,0.097081733,0.365,0.405,0.229,0.140980835,0.41400168
607,0.193455966,0,0.199989644,0.111944926,0.283728769,0.332,0.474,0.194,0.210880695,0.285530159
608,0.784540282,0.056403643,0.013795686,0.06133501,0.008361627,0.921,0.069,0.01,0.075563753,0.246013484
609,0.23133184,0.083919978,0.046781938,0.246000865,0.029854933,0.752,0.221,0.026,0.362110447,0.631219366
610,0.437075239,0.134983711,0.059020274,0.131048257,0.05681278,0.7,0.224,0.076,0.18105974,0.727596493
611,0.114900481,0,0.556469426,0.1728274,0.062307119,0.448,0.392,0.16,0.093495574,0.265063722
612,0.291056028,0.131424656,0.151806553,0.176842283,0.091914385,0.784,0.158,0.059,0.156956096,0.514595581
613,0.240732877,0.07023598,0.198795597,0.249194356,0.101055134,0.305,0.513,0.182,0.139986056,0.510001364
614,0.169073139,0.016649296,0.282916867,0.249491179,0.181519485,0.057,0.156,0.787,0.100350034,0.439087868
615,0.206587492,0.138964749,0.121894377,0.203831419,0.120702439,0.619,0.292,0.089,0.208019524,0.595705982
616,0.085359265,0,0.401786259,0.191614454,0.253236991,0.176,0.534,0.29,0.068003032,0.541278405
617,0.206226731,0.256504558,0.099628554,0.18596197,0.056002252,0.779,0.148,0.073,0.195675936,0.626663683
618,0.290231521,0.161608161,0.070889759,0.164265633,0.028798853,0.776,0.177,0.047,0.284206073,0.825567851
619,0.28663968,0.126962159,0.102268603,0.177810491,0.073632267,0.458,0.48,0.062,0.232686801,0.588573132
620,0.352206357,0.092606155,0.138794845,0.126714456,0.123167946,0.792,0.157,0.051,0.166510242,0.500135503
621,0.281193726,0.153883041,0.114445413,0.193787083,0.11543159,0.814,0.168,0.017,0.141259148,0.626884583
622,0.168162382,0.196035035,0.176901627,0.144091513,0.255406031,0.152,0.571,0.277,0.059403412,0.313087625
623,0.194380065,0.19448077,0.106099789,0.213341158,0.066187941,0.416,0.501,0.084,0.225510277,0.66347169
624,0.214030898,0.085905737,0.154755938,0.225650479,0.195936018,0.624,0.211,0.165,0.123720931,0.442805717
625,0.376726211,0.321139653,0.064200138,0.066723444,0.053886832,0.869,0.11,0.021,0.117323722,0.725853852
626,0.169169276,0.129495471,0.150899062,0.184559178,0.148962774,0.656,0.299,0.046,0.216914239,0.593812469
627,0.265942414,0.063669942,0.057881861,0.278711396,0.035565048,0.806,0.167,0.026,0.29822934,0.718622576
628,0.618920475,0.02584931,0.038726691,0.111161869,0.019465103,0.823,0.14,0.037,0.185876552,0.510336935
629,0.196989617,0.120897263,0.198260185,0.166596788,0.197432555,0.653,0.266,0.081,0.119823592,0.484079961
630,0.316824784,0.138037867,0.12439031,0.137640217,0.139173038,0.473,0.343,0.184,0.143933783,0.613444191
631,0.312382411,0.120046983,0.173778173,0.146857275,0.111467838,0.707,0.231,0.061,0.135467322,0.530375968
632,0.265717496,0.274658746,0.153907056,0.098518906,0.095300578,0.822,0.14,0.037,0.111897218,0.629631244
633,0.206163041,0.022486653,0.252712624,0.138301022,0.313442016,0.268,0.244,0.488,0.066894643,0.25845388
634,0.683621619,0.033872904,0.149544113,0.063595826,0.033253556,0.897,0.082,0.021,0.036111982,0.324459385
635,0.106975985,0.024153314,0.47629585,0.089587252,0.258116151,0.045,0.475,0.48,0.044871448,0.245897535
636,0.342579375,0.082427048,0.094537771,0.206380942,0.042378302,0.571,0.387,0.043,0.231696563,0.722335762
637,0.563144058,0.046471373,0.094581015,0.118904233,0.093392424,0.734,0.174,0.093,0.083506899,0.30869706
638,0.242690695,0.151314693,0.129692947,0.167644717,0.164269138,0.825,0.15,0.025,0.144387811,0.64647235
639,0.19754099,0.082000645,0.148139042,0.294285027,0.071961215,0.751,0.192,0.057,0.206073081,0.618617785
640,0.424896577,0.167610794,0.110258459,0.109206645,0.085315798,0.853,0.101,0.046,0.102711727,0.482990544
641,0.782495244,0.018255874,0.028075187,0.055018639,0.013060541,0.932,0.055,0.014,0.103094515,0.52556091
642,0.298362661,0.107861119,0.087248646,0.214866986,0.030728476,0.304,0.335,0.361,0.260932113,0.701398084
643,0.106241564,0,0.338392869,0.092767475,0.416566309,0.098,0.292,0.61,0.046031783,0.265073415
644,0.119656756,0.116945952,0.26085061,0.207752368,0.158389254,0.164,0.489,0.347,0.13640506,0.451445953
645,0.269827746,0.149011714,0.15447843,0.155096333,0.087240543,0.646,0.246,0.107,0.184345235,0.547186889
646,0.438977213,0.015805504,0.169969853,0.140388826,0.130010601,0.363,0.505,0.132,0.104848005,0.326716612
647,0.21047679,0.253405723,0.150266405,0.13458051,0.136958488,0.62,0.284,0.096,0.114312085,0.498339261
648,0.248159586,0.126756393,0.163583062,0.192176679,0.067299258,0.527,0.251,0.222,0.202025023,0.681246244
649,0.404603417,0.077682645,0.022536174,0.376280394,0.015901871,0.969,0.029,0.002,0.102995499,0.305825932
650,0.15008285,0.034434477,0.300578843,0.254514158,0.158370482,0.168,0.42,0.412,0.10201919,0.496935579
651,0.155483142,0.073738306,0.127949264,0.304493084,0.097444182,0.561,0.328,0.111,0.240892022,0.63735429
652,0.298773501,0.106074553,0.041705919,0.183330173,0.027985437,0.855,0.128,0.017,0.342130417,0.477171501
653,0.252870083,0.032366123,0.184124786,0.272870296,0.114146726,0.531,0.28,0.189,0.143621988,0.449825134
654,0.132549875,0.040603026,0.046077036,0.426804456,0.025714008,0.743,0.234,0.023,0.328251598,0.646902787
655,0.465381482,0.093109057,0.095933539,0.085094114,0.139015508,0.913,0.058,0.029,0.121466301,0.641667816
656,0.151052343,0.065144153,0.229929308,0.136131619,0.245890331,0.523,0.336,0.141,0.171852245,0.285845501
657,0.485708574,0.06562064,0.040790806,0.230833867,0.025437361,0.893,0.092,0.014,0.151608752,0.568092804
658,0.182496894,0.046165382,0.322573145,0.158338977,0.216382514,0.197,0.465,0.338,0.074043087,0.531701309
659,0.455885663,0.169853099,0.046699458,0.141110156,0.037608288,0.919,0.07,0.011,0.148843336,0.532468679
660,0.26889156,0.175021367,0.197610438,0.113829032,0.163871423,0.592,0.261,0.147,0.08077618,0.463463772
661,0.176369208,0.030206433,0.302167887,0.201208346,0.1839403,0.375,0.228,0.397,0.106107827,0.29538506
662,0.196382483,0.056046803,0.094265984,0.336419246,0.121878669,0.616,0.332,0.052,0.195006815,0.518019683
663,0.373581629,0.112338968,0.052256951,0.194730277,0.017188993,0.67,0.265,0.065,0.249903181,0.696278917
664,0.222070296,0.27142884,0.124743127,0.136765427,0.055498113,0.667,0.212,0.121,0.189494197,0.765435443
665,0.10872848,0.198309938,0.238782158,0.211061437,0.065334515,0.155,0.515,0.33,0.177783472,0.624865845
666,0.235101731,0.102531534,0.078433436,0.128209106,0.093004642,0.629,0.275,0.096,0.362719552,0.537085025
667,0.63198922,0.011712972,0.090006949,0.097029465,0.028736253,0.825,0.136,0.039,0.140525141,0.336864651
668,0.144669513,0.047668094,0.142328036,0.124852034,0.241242153,0.658,0.271,0.071,0.29924017,0.373373846
669,0.141724391,0.114358278,0.230326619,0.249523692,0.12134738,0.205,0.476,0.318,0.142719641,0.450989923
670,0.31333964,0.201943219,0.168186887,0.137306309,0.078513848,0.475,0.325,0.2,0.100710096,0.532666889
671,0.389739441,0.120505332,0.207063808,0.114119891,0.106591278,0.766,0.162,0.072,0.061980249,0.40638014
672,0.483972847,0.108580514,0.102490171,0.105403279,0.049450248,0.909,0.075,0.016,0.150102942,0.584364509
673,0.025142856,0.050698305,0.134315706,0.54847665,0.104659404,0.317,0.62,0.063,0.13670708,0.556374258
674,0.206361241,0.198402326,0.125716973,0.205133103,0.080234858,0.422,0.393,0.185,0.184151501,0.47723643
675,0.160052423,0.141835271,0.179889701,0.258993867,0.098073922,0.215,0.555,0.23,0.161154816,0.501422783
676,0.14985658,0.051758473,0.256322667,0.218108404,0.148907059,0.503,0.392,0.105,0.175046817,0.496726631
677,0.476408626,0.033229161,0.059397376,0.227930296,0.045636437,0.942,0.047,0.011,0.157398104,0.450849498
678,0.275348927,0.191962845,0.102136987,0.178511565,0.062436027,0.817,0.135,0.048,0.189603649,0.662146471
679,0.225935887,0.095056797,0.255058441,0.175085627,0.138628668,0.208,0.525,0.267,0.11023458,0.40593196
